"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"14-May-2020","EQ","119.00","120.90","117.00","123.55","117.60","117.20","118.30","221.20","84.90",12778247,"1,511,639,509.20",75836
"13-May-2020","EQ","125.50","126.95","121.60","121.10","123.60","123.55","124.07","221.20","84.90",13922283,"1,727,281,820.95",71099
"12-May-2020","EQ","118.90","122.25","116.40","119.75","120.75","121.10","119.54","221.20","84.90",13673763,"1,634,520,433.05",89266
"11-May-2020","EQ","118.95","121.40","117.55","117.10","119.80","119.75","120.10","221.20","84.90",13916703,"1,671,377,580.55",90028
"08-May-2020","EQ","122.90","123.00","115.85","117.65","117.15","117.10","119.79","221.20","84.90",21603443,"2,587,785,253.10",134033
"07-May-2020","EQ","117.00","122.00","116.70","118.60","118.55","117.65","119.22","221.20","84.90",16733347,"1,994,971,534.10",90478
"06-May-2020","EQ","116.00","120.70","115.50","115.90","118.90","118.60","118.45","221.20","84.90",15993883,"1,894,534,671.40",79296
"05-May-2020","EQ","120.00","120.75","115.00","115.90","117.00","115.90","117.58","221.20","84.90",19405541,"2,281,626,473.80",109309
"04-May-2020","EQ","121.40","123.00","114.60","130.20","116.30","115.90","116.85","221.20","84.90",22496899,"2,628,686,839.80",144514
"30-Apr-2020","EQ","120.00","132.20","119.50","116.30","130.00","130.20","125.85","221.20","84.90",45993743,"5,788,198,792.85",217908
"29-Apr-2020","EQ","109.00","117.65","108.30","108.75","116.40","116.30","115.02","221.20","84.90",35702266,"4,106,304,253.40",160691
"28-Apr-2020","EQ","109.20","110.65","106.70","108.20","108.70","108.75","108.46","221.20","84.90",13489959,"1,463,056,675.55",63678
"27-Apr-2020","EQ","106.40","109.70","105.30","103.65","108.15","108.20","107.83","221.20","84.90",18657008,"2,011,782,101.10",99697
"24-Apr-2020","EQ","109.95","109.95","102.85","111.25","104.60","103.65","106.75","221.20","84.90",16901936,"1,804,233,467.45",92154
"23-Apr-2020","EQ","109.00","113.30","108.35","108.30","111.25","111.25","111.54","221.20","84.90",16545796,"1,845,547,581.90",104078
"22-Apr-2020","EQ","106.50","108.75","102.75","107.10","108.60","108.30","105.86","221.20","84.90",14420045,"1,526,436,108.35",84611
"21-Apr-2020","EQ","113.65","113.70","105.80","116.45","107.05","107.10","107.44","221.20","84.90",22935461,"2,464,210,901.25",177376
"20-Apr-2020","EQ","125.00","125.15","115.75","124.15","117.15","116.45","119.14","221.20","84.90",18342560,"2,185,412,920.25",102716
"17-Apr-2020","EQ","124.00","125.70","119.10","120.55","124.75","124.15","122.50","221.20","84.90",14577305,"1,785,715,059.70",75431
"16-Apr-2020","EQ","118.90","121.90","114.45","115.10","121.00","120.55","118.69","221.20","84.90",18972010,"2,251,723,636.05",97839
"15-Apr-2020","EQ","120.00","124.00","113.80","113.80","115.50","115.10","118.51","221.20","84.90",45561435,"5,399,384,786.45",245270
"13-Apr-2020","EQ","109.00","114.35","105.10","107.55","114.00","113.80","110.40","221.20","84.90",23260082,"2,567,883,397.45",131134
"09-Apr-2020","EQ","105.00","109.00","101.85","100.85","107.85","107.55","104.98","221.20","84.90",14944332,"1,568,816,240.95",87330
"08-Apr-2020","EQ","99.50","111.80","98.90","103.95","101.15","100.85","104.61","221.20","84.90",24227475,"2,534,365,434.35",110310
"07-Apr-2020","EQ","92.15","106.55","90.00","88.80","100.50","103.95","97.69","221.20","84.90",23640664,"2,309,374,609.80",127375
"03-Apr-2020","EQ","92.10","93.45","88.40","91.65","88.80","88.80","89.68","221.20","84.90",8216768,"736,871,173.90",59406
"01-Apr-2020","EQ","94.95","95.40","91.00","95.70","91.70","91.65","92.01","221.20","84.90",9271055,"852,991,596.15",55724
"31-Mar-2020","EQ","91.95","97.25","91.00","88.80","94.90","95.70","94.57","221.20","84.90",15558731,"1,471,313,090.55",84437
"30-Mar-2020","EQ","88.10","91.45","86.55","91.55","89.55","88.80","89.51","221.20","84.90",9970409,"892,415,925.00",49119
"27-Mar-2020","EQ","97.50","99.30","90.30","94.55","91.45","91.55","93.87","221.20","84.90",9159047,"859,720,533.10",62856
"26-Mar-2020","EQ","97.50","97.60","92.25","94.55","95.00","94.55","94.67","221.20","84.90",11013084,"1,042,623,562.65",89558
"25-Mar-2020","EQ","88.95","97.20","88.05","88.75","94.60","94.55","93.16","221.20","84.90",7877985,"733,927,794.95",56656
"24-Mar-2020","EQ","89.05","94.80","85.00","87.90","89.00","88.75","88.32","221.20","84.90",16845643,"1,487,789,780.25",94978
"23-Mar-2020","EQ","94.95","99.95","84.90","105.50","89.80","87.90","89.85","221.20","84.90",14591356,"1,310,978,594.60",88666
"20-Mar-2020","EQ","101.20","107.70","98.70","99.75","105.50","105.50","103.58","221.20","97.55",13928854,"1,442,694,189.30",66770
"19-Mar-2020","EQ","103.00","107.90","97.55","109.20","98.75","99.75","104.06","221.20","97.55",11569862,"1,203,950,612.75",81612
"18-Mar-2020","EQ","119.00","119.00","108.15","115.40","109.40","109.20","112.30","221.20","103.10",12106435,"1,359,499,690.05",92758
"17-Mar-2020","EQ","117.00","120.85","113.85","115.65","115.20","115.40","117.23","221.20","103.10",11615932,"1,361,691,768.90",87135
"16-Mar-2020","EQ","120.80","129.05","114.45","127.45","116.75","115.65","121.17","221.20","103.10",20577695,"2,493,485,530.95",141110
"13-Mar-2020","EQ","113.90","130.00","103.10","120.20","129.60","127.45","119.38","221.20","103.10",15365436,"1,834,273,295.60",84761
"12-Mar-2020","EQ","130.00","130.00","118.15","137.80","120.90","120.20","124.77","221.20","118.15",15926860,"1,987,150,240.75",119966
"11-Mar-2020","EQ","142.00","142.35","137.10","143.45","137.60","137.80","139.87","221.20","137.10",9682823,"1,354,342,171.10",74231
"09-Mar-2020","EQ","143.90","145.80","140.30","150.10","142.70","143.45","143.36","221.20","140.00",10550465,"1,512,478,880.40",89638
"06-Mar-2020","EQ","148.95","151.45","140.00","155.50","150.50","150.10","148.69","221.20","140.00",11173720,"1,661,411,145.90",60773
"05-Mar-2020","EQ","162.70","167.90","154.85","160.60","155.85","155.50","159.25","221.20","146.85",12338386,"1,964,846,435.70",67416
"04-Mar-2020","EQ","160.00","161.70","156.90","159.30","161.00","160.60","159.31","221.20","146.85",12074078,"1,923,573,814.55",85696
"03-Mar-2020","EQ","152.10","160.45","150.80","149.75","160.10","159.30","154.88","221.20","146.85",21836942,"3,382,003,684.15",123096
"02-Mar-2020","EQ","160.55","161.45","146.85","155.90","151.45","149.75","155.40","221.20","146.85",11441351,"1,778,020,670.40",95290
"28-Feb-2020","EQ","162.00","162.20","154.10","168.35","155.00","155.90","158.36","221.20","154.10",14033411,"2,222,273,050.25",102274
"27-Feb-2020","EQ","169.95","170.30","166.15","169.90","168.40","168.35","168.02","221.20","166.15",7657497,"1,286,643,287.45",61177
"26-Feb-2020","EQ","172.95","173.20","167.75","174.45","169.85","169.90","169.93","221.20","167.75",16855158,"2,864,166,656.80",86262
"25-Feb-2020","EQ","181.00","181.45","174.05","179.05","174.40","174.45","177.41","221.20","171.10",10694830,"1,897,354,200.95",59947
"24-Feb-2020","EQ","186.90","186.90","177.90","189.95","179.40","179.05","180.69","221.20","171.10",14690243,"2,654,437,487.95",85565
"20-Feb-2020","EQ","187.80","191.00","185.40","188.10","190.00","189.95","188.82","221.20","171.10",6207445,"1,172,072,212.65",29616
"19-Feb-2020","EQ","186.00","188.60","184.40","184.35","187.95","188.10","186.67","221.20","171.10",4317249,"805,885,168.90",32558
"18-Feb-2020","EQ","189.15","189.45","181.75","190.25","184.80","184.35","185.12","221.20","171.10",8152961,"1,509,300,995.80",51983
"17-Feb-2020","EQ","194.00","194.70","189.75","194.00","190.45","190.25","191.78","221.20","171.10",3484321,"668,218,072.55",18760
"14-Feb-2020","EQ","195.50","197.00","193.45","195.25","193.75","194.00","195.39","221.20","171.10",3798528,"742,176,629.20",27239
"13-Feb-2020","EQ","194.70","197.00","192.40","193.65","195.30","195.25","194.98","221.20","171.10",6711481,"1,308,571,553.65",43249
"12-Feb-2020","EQ","194.25","196.40","191.20","193.65","194.60","193.65","194.11","221.20","171.10",10581151,"2,053,871,417.10",68567
"11-Feb-2020","EQ","192.40","196.95","192.00","190.85","194.05","193.65","194.74","221.20","171.10",7530810,"1,466,576,337.35",60044
"10-Feb-2020","EQ","195.90","196.95","189.60","197.40","191.00","190.85","191.79","221.20","171.10",5385023,"1,032,787,175.75",45111
"07-Feb-2020","EQ","194.00","198.40","192.85","194.00","195.95","197.40","197.01","221.20","171.10",6977770,"1,374,721,057.70",33718
"06-Feb-2020","EQ","196.40","197.35","192.65","196.30","194.00","194.00","194.65","221.20","171.10",7348886,"1,430,429,558.30",38862
"05-Feb-2020","EQ","190.10","197.55","188.30","189.25","196.10","196.30","193.00","221.20","171.10",7411014,"1,430,326,774.35",40302
"04-Feb-2020","EQ","183.00","190.35","183.00","181.80","189.15","189.25","187.57","221.20","171.10",9235507,"1,732,305,691.00",50911
"03-Feb-2020","EQ","183.90","185.60","180.30","184.40","182.20","181.80","182.39","221.20","171.10",7678833,"1,400,518,974.85",39146
"01-Feb-2020","EQ","187.65","189.85","182.80","189.35","184.45","184.40","186.66","221.20","171.10",3885637,"725,300,351.10",31698
"31-Jan-2020","EQ","194.80","195.15","188.25","193.45","189.40","189.35","191.37","221.20","171.10",6008376,"1,149,798,787.85",41427
"30-Jan-2020","EQ","197.30","197.75","192.70","197.75","193.00","193.45","195.34","221.20","171.10",8588693,"1,677,745,053.30",81727
"29-Jan-2020","EQ","197.65","200.40","197.10","196.00","197.45","197.75","198.84","221.20","171.10",8978837,"1,785,389,586.75",75257
"28-Jan-2020","EQ","199.40","199.40","194.20","198.25","196.20","196.00","196.39","221.20","171.10",6308211,"1,238,838,178.80",53007
"27-Jan-2020","EQ","203.55","203.55","197.40","205.40","200.00","198.25","199.78","221.20","171.10",7942736,"1,586,783,814.70",65835
"24-Jan-2020","EQ","204.50","207.70","202.25","204.60","205.25","205.40","205.56","221.20","171.10",5749852,"1,181,929,281.45",35101
"23-Jan-2020","EQ","203.60","205.35","202.75","203.60","204.50","204.60","204.05","221.20","171.10",5560681,"1,134,681,779.15",37066
"22-Jan-2020","EQ","205.60","207.80","203.00","205.15","203.50","203.60","205.36","221.20","171.10",6268889,"1,287,371,647.35",46260
"21-Jan-2020","EQ","206.00","208.50","204.65","207.30","205.10","205.15","206.26","221.20","171.10",4479791,"923,979,559.50",38494
"20-Jan-2020","EQ","210.10","210.80","206.75","210.05","207.25","207.30","208.11","221.20","171.10",3977566,"827,789,554.50",42456
"17-Jan-2020","EQ","209.50","212.00","208.15","209.65","210.10","210.05","210.32","221.20","171.10",8678002,"1,825,131,354.45",65564
"16-Jan-2020","EQ","214.00","214.75","209.00","213.65","209.60","209.65","210.50","221.20","171.10",6986058,"1,470,560,705.50",33488
"15-Jan-2020","EQ","211.10","215.00","210.00","211.95","213.25","213.65","213.23","221.20","171.10",9564560,"2,039,414,000.80",54188
"14-Jan-2020","EQ","212.50","214.75","210.80","211.20","211.70","211.95","212.49","221.20","171.10",7981507,"1,696,000,728.95",38799
"13-Jan-2020","EQ","212.80","213.00","209.50","211.50","210.90","211.20","211.28","221.20","171.10",6614653,"1,397,573,779.40",37968
"10-Jan-2020","EQ","212.30","214.20","210.20","210.75","211.15","211.50","212.17","221.20","171.10",7800086,"1,654,963,675.90",50669
"09-Jan-2020","EQ","211.50","211.95","208.90","207.40","210.30","210.75","210.50","221.20","171.10",8676205,"1,826,382,279.05",66672
"08-Jan-2020","EQ","206.00","208.65","204.50","208.85","207.00","207.40","206.57","221.20","171.10",12470053,"2,575,877,592.20",65064
"07-Jan-2020","EQ","210.55","213.20","207.70","209.30","208.70","208.85","210.43","221.20","171.10",12767569,"2,686,692,273.65",67553
"06-Jan-2020","EQ","215.00","215.65","208.05","216.45","208.45","209.30","210.86","221.20","171.10",7798846,"1,644,474,458.25",60487
"03-Jan-2020","EQ","219.30","219.95","216.05","220.15","216.50","216.45","217.48","228.50","171.10",8658243,"1,882,983,521.80",66849
"02-Jan-2020","EQ","216.00","221.20","216.00","214.30","219.60","220.15","218.22","228.50","171.10",15238841,"3,325,410,286.90",143217
"01-Jan-2020","EQ","216.15","217.45","213.20","216.15","214.80","214.30","214.92","228.50","171.10",5085208,"1,092,935,267.45",32236
