"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"05-Aug-2021","EQ","445.00","445.70","432.90","442.70","443.25","443.10","439.78","474.00","154.40",11790679,"5,185,334,924.10",120506
"04-Aug-2021","EQ","446.00","455.50","441.00","448.80","441.70","442.70","447.28","474.00","154.40",8621637,"3,856,271,048.85",98990
"03-Aug-2021","EQ","447.75","450.85","440.20","445.80","448.00","448.80","446.23","474.00","154.40",8879300,"3,962,218,183.80",115521
"02-Aug-2021","EQ","448.00","452.25","442.70","444.80","446.00","445.80","446.91","474.00","154.40",7683565,"3,433,823,823.55",92517
"30-Jul-2021","EQ","458.10","459.65","442.15","458.10","447.80","444.80","451.51","474.00","154.40",12987115,"5,863,848,339.20",126258
"29-Jul-2021","EQ","420.50","474.00","416.80","416.30","458.65","458.10","447.81","474.00","154.40",61414603,"27,501,847,867.70",466467
"28-Jul-2021","EQ","419.00","419.40","407.55","417.35","417.30","416.30","413.59","427.50","154.40",12775129,"5,283,716,624.60",121406
"27-Jul-2021","EQ","404.00","419.70","403.55","400.05","417.35","417.35","414.89","427.50","154.40",28240273,"11,716,514,053.05",234485
"26-Jul-2021","EQ","393.00","402.45","390.20","391.75","399.10","400.05","398.80","427.50","154.40",7083799,"2,825,040,009.00",88455
"23-Jul-2021","EQ","394.10","396.55","390.80","393.50","391.85","391.75","394.42","427.50","154.30",5217004,"2,057,684,238.50",110723
"22-Jul-2021","EQ","390.20","395.20","389.00","383.00","393.95","393.50","392.95","427.50","154.30",7381389,"2,900,511,330.55",78162
"20-Jul-2021","EQ","396.45","396.45","381.20","396.95","382.20","383.00","385.86","427.50","154.30",9214553,"3,555,500,522.25",89029
"19-Jul-2021","EQ","398.00","404.95","396.20","405.50","397.20","396.95","400.54","427.50","154.30",5708367,"2,286,447,483.60",53997
"16-Jul-2021","EQ","403.00","406.00","399.35","401.45","405.50","405.50","403.50","427.50","154.30",9287112,"3,747,321,873.35",105702
"15-Jul-2021","EQ","391.80","402.90","390.00","391.65","401.35","401.45","397.98","427.50","154.30",10347950,"4,118,235,863.75",99053
"14-Jul-2021","EQ","392.25","394.40","391.00","392.25","391.40","391.65","392.18","427.50","154.30",3341557,"1,310,488,725.25",35951
"13-Jul-2021","EQ","390.50","394.95","390.00","388.35","392.30","392.25","392.73","427.50","154.30",5467940,"2,147,441,847.30",59441
"12-Jul-2021","EQ","393.00","393.00","386.60","390.05","387.15","388.35","389.13","427.50","154.30",5679273,"2,209,996,421.60",63734
"09-Jul-2021","EQ","383.00","391.40","382.10","383.10","391.00","390.05","386.77","427.50","147.10",7375406,"2,852,580,996.80",72978
"08-Jul-2021","EQ","392.50","392.90","381.20","393.65","382.85","383.10","385.75","427.50","147.10",12333337,"4,757,593,237.45",99403
"07-Jul-2021","EQ","382.90","395.00","380.20","385.35","393.50","393.65","388.45","427.50","147.10",10577866,"4,109,000,149.55",100886
"06-Jul-2021","EQ","389.40","391.00","384.00","389.55","386.20","385.35","388.20","427.50","147.10",6153733,"2,388,871,980.35",74858
"05-Jul-2021","EQ","379.00","391.00","377.50","376.05","390.35","389.55","385.95","427.50","147.10",12836172,"4,954,175,913.50",111922
"02-Jul-2021","EQ","378.00","380.60","374.20","379.40","376.70","376.05","377.27","427.50","143.30",5070326,"1,912,896,997.15",49035
"01-Jul-2021","EQ","372.30","380.80","372.00","372.05","379.75","379.40","377.32","427.50","143.30",8232292,"3,106,224,189.15",76522
"30-Jun-2021","EQ","376.55","379.40","370.95","374.25","372.40","372.05","375.52","427.50","143.30",10110801,"3,796,769,510.90",90895
"29-Jun-2021","EQ","383.40","383.50","372.70","382.30","374.30","374.25","376.15","427.50","143.30",9106037,"3,425,279,972.45",96207
"28-Jun-2021","EQ","378.90","384.95","374.25","375.90","382.45","382.30","380.58","427.50","143.30",14518487,"5,525,441,523.25",98675
"25-Jun-2021","EQ","371.55","380.35","371.55","369.05","376.00","375.90","376.05","427.50","143.30",12815999,"4,819,514,622.10",88988
"24-Jun-2021","EQ","369.00","372.45","366.10","368.10","370.50","369.05","369.42","427.50","143.30",9066954,"3,349,510,540.00",69494
"23-Jun-2021","EQ","368.05","377.00","367.35","367.55","369.00","368.10","372.87","427.50","143.30",14295574,"5,330,385,496.65",130170
"22-Jun-2021","EQ","371.00","371.85","366.25","367.60","366.65","367.55","368.92","427.50","143.30",9787216,"3,610,704,500.15",88270
"21-Jun-2021","EQ","366.90","369.95","360.40","371.35","368.35","367.60","365.54","427.50","143.30",13172227,"4,814,941,862.70",111664
"18-Jun-2021","EQ","368.75","373.35","359.80","369.25","372.45","371.35","366.15","427.50","143.30",22723111,"8,320,063,278.35",199410
"17-Jun-2021","EQ","376.00","380.30","365.05","380.25","369.00","369.25","373.81","427.50","143.30",14321673,"5,353,528,155.40",171883
"16-Jun-2021","EQ","387.30","391.35","377.00","390.85","379.80","380.25","381.52","427.50","143.30",17978012,"6,859,014,134.15",160885
"15-Jun-2021","EQ","391.00","396.35","390.00","394.80","391.00","390.85","393.17","427.50","143.30",7929361,"3,117,563,362.45",70590
"14-Jun-2021","EQ","392.95","397.50","381.35","393.15","394.30","394.80","391.45","427.50","143.30",11601461,"4,541,392,960.70",91699
"11-Jun-2021","EQ","388.40","395.00","383.15","385.40","393.40","393.15","389.15","427.50","136.20",9630564,"3,747,739,570.85",79743
"10-Jun-2021","EQ","386.15","389.95","384.25","383.15","385.90","385.40","386.43","427.50","136.20",5796380,"2,239,880,494.00",57637
"09-Jun-2021","EQ","388.00","390.95","382.30","387.75","383.20","383.15","386.41","427.50","136.20",11807015,"4,562,377,209.50",108283
"08-Jun-2021","EQ","395.00","395.50","381.10","395.00","388.00","387.75","385.97","427.50","136.20",17334691,"6,690,686,836.65",161460
"07-Jun-2021","EQ","396.15","401.40","394.25","395.05","395.00","395.00","397.02","427.50","136.20",6176784,"2,452,275,930.05",68864
"04-Jun-2021","EQ","400.00","400.00","392.30","399.20","394.75","395.05","395.49","427.50","136.20",10040657,"3,970,956,420.85",98730
"03-Jun-2021","EQ","403.00","405.50","398.00","398.80","398.70","399.20","400.95","427.50","136.20",12441261,"4,988,304,172.00",110970
"02-Jun-2021","EQ","389.00","402.70","389.00","394.70","402.05","398.80","396.03","427.50","136.20",9587386,"3,796,859,443.75",78151
"01-Jun-2021","EQ","396.00","396.80","386.50","394.25","394.00","394.70","391.97","427.50","136.20",11399189,"4,468,156,904.50",95694
"31-May-2021","EQ","391.55","395.40","388.00","387.75","394.20","394.25","391.71","427.50","136.20",13703439,"5,367,783,545.10",117396
"28-May-2021","EQ","393.00","398.85","384.80","385.85","388.25","387.75","391.99","427.50","125.50",14862168,"5,825,855,775.55",117904
"27-May-2021","EQ","382.05","388.45","380.00","381.00","386.85","385.85","384.68","427.50","125.50",17374666,"6,683,609,899.95",125432
"26-May-2021","EQ","389.25","389.50","380.25","391.20","381.40","381.00","384.29","427.50","125.50",15340621,"5,895,224,332.35",127481
"25-May-2021","EQ","394.00","399.50","389.55","389.30","390.60","391.20","395.23","427.50","125.50",18155697,"7,175,606,355.70",159562
"24-May-2021","EQ","392.90","393.70","379.45","389.80","389.70","389.30","387.72","427.50","125.50",23694105,"9,186,650,447.15",186406
"21-May-2021","EQ","388.70","391.90","383.35","385.20","389.10","389.80","388.02","427.50","114.30",22406993,"8,694,295,071.95",175668
"20-May-2021","EQ","390.00","393.20","379.45","403.30","386.20","385.20","387.15","427.50","114.30",30689219,"11,881,234,926.60",233521
"19-May-2021","EQ","400.00","406.45","394.20","402.10","403.30","403.30","402.41","427.50","114.30",16113667,"6,484,306,207.30",111389
"18-May-2021","EQ","401.00","412.80","396.50","392.95","401.45","402.10","405.39","427.50","114.30",30540086,"12,380,711,016.00",249278
"17-May-2021","EQ","384.50","395.35","377.25","382.80","395.00","392.95","385.14","427.50","114.30",20821967,"8,019,328,415.30",167798
"14-May-2021","EQ","403.00","403.65","368.15","398.80","383.05","382.80","381.87","427.50","114.30",41384078,"15,803,537,739.10",325627
"12-May-2021","EQ","416.00","417.65","393.70","412.80","398.50","398.80","406.97","427.50","114.30",18242276,"7,424,106,865.30",152163
"11-May-2021","EQ","414.85","420.60","408.85","425.75","413.00","412.80","414.09","427.50","114.30",27497466,"11,386,370,102.70",228541
"10-May-2021","EQ","407.80","427.50","406.70","401.10","426.00","425.75","417.55","427.50","114.30",39516234,"16,500,143,643.05",302157
"07-May-2021","EQ","390.00","404.95","385.25","385.95","400.95","401.10","396.21","404.95","114.30",46343220,"18,361,625,161.15",359622
"06-May-2021","EQ","370.00","388.60","367.80","367.10","387.90","385.95","379.35","388.60","114.30",31912131,"12,105,995,454.85",237832
"05-May-2021","EQ","367.00","373.70","364.30","362.55","368.30","367.10","368.89","384.45","114.30",15192338,"5,604,263,979.90",112285
"04-May-2021","EQ","372.00","384.45","359.70","369.95","363.50","362.55","372.58","384.45","114.30",29767756,"11,090,733,132.10",208719
"03-May-2021","EQ","364.40","373.20","357.65","364.40","370.00","369.95","367.41","377.30","114.30",15890242,"5,838,278,984.10",116737
"30-Apr-2021","EQ","368.90","377.00","361.30","372.15","363.65","364.40","368.96","377.30","105.30",19935239,"7,355,373,678.30",149528
"29-Apr-2021","EQ","367.40","377.30","364.60","362.60","370.50","372.15","370.70","377.30","105.30",34391622,"12,748,978,540.90",237157
"28-Apr-2021","EQ","368.85","368.90","358.00","366.25","362.45","362.60","361.61","376.50","105.30",15197329,"5,495,570,970.35",126873
"27-Apr-2021","EQ","350.10","370.00","350.10","348.35","366.00","366.25","365.09","376.50","105.30",41263319,"15,064,671,476.70",307599
"26-Apr-2021","EQ","353.00","358.25","345.50","349.50","348.60","348.35","351.91","376.50","105.30",16472269,"5,796,822,358.95",113431
"23-Apr-2021","EQ","354.05","362.65","345.30","355.85","349.00","349.50","355.15","376.50","102.75",12805877,"4,548,068,157.00",102303
"22-Apr-2021","EQ","360.80","365.60","354.70","359.35","356.00","355.85","359.50","376.50","102.75",12756931,"4,586,175,695.80",120469
"20-Apr-2021","EQ","368.60","371.50","354.55","361.40","358.25","359.35","362.97","376.50","102.75",15526407,"5,635,566,578.50",107836
"19-Apr-2021","EQ","358.70","366.00","353.85","370.00","361.35","361.40","360.75","376.50","102.75",15435944,"5,568,529,050.00",121256
"16-Apr-2021","EQ","356.75","376.50","352.70","353.55","368.25","370.00","369.59","376.50","102.75",28438547,"10,510,727,748.40",214882
"15-Apr-2021","EQ","354.00","366.80","349.75","348.70","352.60","353.55","356.24","374.00","102.75",21825520,"7,775,058,060.25",209937
"13-Apr-2021","EQ","336.20","350.30","336.20","336.20","348.60","348.70","344.75","374.00","102.75",12942071,"4,461,731,786.10",163479
"12-Apr-2021","EQ","352.10","354.00","331.60","361.05","339.10","336.20","342.66","374.00","102.75",16096812,"5,515,674,971.80",122937
"09-Apr-2021","EQ","367.00","370.00","354.70","365.20","359.40","361.05","361.53","374.00","90.00",16371164,"5,918,635,312.20",138689
"08-Apr-2021","EQ","355.90","374.00","354.65","352.20","366.55","365.20","364.98","374.00","90.00",28768469,"10,499,873,827.15",211570
"07-Apr-2021","EQ","350.40","360.70","349.00","350.45","351.95","352.20","355.28","361.30","90.00",12542475,"4,456,129,107.75",96544
"06-Apr-2021","EQ","352.70","358.30","348.50","350.65","349.80","350.45","353.17","361.30","90.00",11185963,"3,950,601,703.80",88080
"05-Apr-2021","EQ","349.90","352.90","338.00","350.25","351.00","350.65","346.83","361.30","90.00",14771653,"5,123,255,647.50",126221
"01-Apr-2021","EQ","329.75","352.00","328.45","326.85","348.30","350.25","343.48","361.30","86.55",25631843,"8,803,992,291.40",181535
"31-Mar-2021","EQ","323.10","336.00","320.90","326.30","326.10","326.85","330.00","361.30","86.55",10387652,"3,427,936,020.00",103304
"30-Mar-2021","EQ","330.55","332.90","324.95","327.15","326.10","326.30","328.58","361.30","86.55",9159364,"3,009,538,834.65",85073
"26-Mar-2021","EQ","318.10","328.50","318.10","314.00","326.45","327.15","324.21","361.30","84.90",13857627,"4,492,760,670.35",90407
"25-Mar-2021","EQ","319.05","319.90","305.40","317.75","313.40","314.00","312.81","361.30","84.90",20856373,"6,524,133,319.85",136421
"24-Mar-2021","EQ","328.30","328.30","316.80","331.70","319.00","317.75","320.11","361.30","84.90",20388678,"6,526,705,998.65",160039
"23-Mar-2021","EQ","341.90","342.45","330.30","339.75","331.80","331.70","334.98","361.30","84.90",13880498,"4,649,727,088.95",94915
"22-Mar-2021","EQ","335.10","342.65","331.10","335.10","341.70","339.75","335.64","361.30","84.90",8470164,"2,842,962,087.60",60643
"19-Mar-2021","EQ","330.00","339.70","320.60","331.80","334.05","335.10","330.85","361.30","84.90",16753538,"5,542,944,422.25",101910
"18-Mar-2021","EQ","329.35","340.50","329.35","326.40","332.75","331.80","335.73","361.30","84.90",23744146,"7,971,541,094.40",180590
"17-Mar-2021","EQ","332.95","333.55","325.00","333.90","325.95","326.40","329.40","361.30","84.90",11028678,"3,632,816,599.80",71828
"16-Mar-2021","EQ","336.00","336.75","326.30","333.80","334.15","333.90","331.58","361.30","84.90",13294567,"4,408,167,492.60",117817
"15-Mar-2021","EQ","331.90","335.90","325.00","330.20","335.65","333.80","329.56","361.30","84.90",14049438,"4,630,197,899.30",112829
"12-Mar-2021","EQ","341.55","345.00","327.45","340.35","331.50","330.20","335.48","361.30","84.90",15035151,"5,043,956,342.25",111302
"10-Mar-2021","EQ","335.80","342.35","330.45","333.25","341.00","340.35","336.13","361.30","84.90",10886045,"3,659,076,934.40",98370
"09-Mar-2021","EQ","339.95","344.40","328.45","336.60","333.15","333.25","336.86","361.30","84.90",13883599,"4,676,791,861.35",91205
"08-Mar-2021","EQ","340.05","343.90","334.70","337.85","336.75","336.60","338.16","361.30","84.90",10555735,"3,569,534,555.10",85792
"05-Mar-2021","EQ","345.25","347.60","333.15","349.45","339.00","337.85","340.29","361.30","84.90",15127687,"5,147,768,495.85",136189
